week,year,crop,doy,mean_ndvi,q25_ndvi,q75_ndvi,n_pixels
28,2017,wheat,296,0.7051298828125,0.664,0.736,864011
29,2017,wheat,303,0.6480865478515625,0.604,0.684,864011
30,2017,wheat,310,0.6799374389648437,0.644,0.704,864011
0,2018,corn,106,0.6468384399414062,0.624,0.668,4654856
1,2018,corn,113,0.6715285034179688,0.636,0.692,4654856
2,2018,corn,120,0.6886004638671875,0.644,0.716,4654856
3,2018,corn,127,0.6989511108398437,0.652,0.732,4654856
4,2018,corn,134,0.7169783325195312,0.664,0.76,4654856
5,2018,corn,141,0.7502286376953125,0.688,0.8,4654856
6,2018,corn,148,0.7850178833007813,0.728,0.84,4654856
7,2018,corn,155,0.8075003662109375,0.752,0.864,4654856
8,2018,corn,162,0.8556317749023438,0.804,0.916,4654856
9,2018,corn,169,0.8647384033203125,0.816,0.932,4654856
10,2018,corn,176,0.918359619140625,0.896,0.96,4654856
11,2018,corn,183,0.9390582885742188,0.928,0.968,4654856
12,2018,corn,190,0.9377463989257813,0.924,0.968,4654856
13,2018,corn,197,0.940390625,0.928,0.968,4654856
14,2018,corn,204,0.9445670166015625,0.932,0.968,4654856
15,2018,corn,211,0.9385950927734374,0.928,0.964,4654856
16,2018,corn,218,0.941555419921875,0.932,0.968,4654856
17,2018,corn,225,0.9280718994140625,0.916,0.956,4654856
18,2018,corn,232,0.9220662231445312,0.908,0.952,4654856
19,2018,corn,239,0.898365478515625,0.876,0.94,4654856
20,2018,corn,246,0.8568497314453125,0.82,0.916,4654856
21,2018,corn,253,0.8452097778320312,0.808,0.888,4654856
22,2018,corn,260,0.78911962890625,0.736,0.836,4654856
23,2018,corn,267,0.7474517211914062,0.696,0.792,4654856
24,2018,corn,274,0.7002286376953125,0.648,0.76,4654856
25,2018,corn,281,0.6841743774414063,0.632,0.732,4654856
26,2018,corn,288,0.7181465454101562,0.668,0.756,4654856
27,2018,corn,295,0.6976193237304688,0.652,0.728,4654856
28,2018,corn,302,0.6726698608398437,0.64,0.696,4654856
29,2018,corn,309,0.6323494262695313,0.564,0.676,4654856
0,2018,soy,106,0.6539165649414063,0.624,0.68,4539843
1,2018,soy,113,0.676921142578125,0.632,0.704,4539843
2,2018,soy,120,0.6919232177734375,0.64,0.728,4539843
3,2018,soy,127,0.7030977783203125,0.648,0.744,4539843
4,2018,soy,134,0.7160690307617188,0.66,0.76,4539843
5,2018,soy,141,0.7474419555664062,0.684,0.8,4539843
6,2018,soy,148,0.772335205078125,0.716,0.824,4539843
7,2018,soy,155,0.7896484985351563,0.736,0.84,4539843
8,2018,soy,162,0.8299728393554687,0.776,0.884,4539843
9,2018,soy,169,0.8375538330078125,0.784,0.9,4539843
10,2018,soy,176,0.8967576904296874,0.86,0.944,4539843
11,2018,soy,183,0.9256649780273437,0.904,0.96,4539843
12,2018,soy,190,0.9301788940429687,0.908,0.96,4539843
13,2018,soy,197,0.9376162719726563,0.92,0.968,4539843
14,2018,soy,204,0.9465057983398437,0.932,0.972,4539843
15,2018,soy,211,0.944707763671875,0.932,0.972,4539843
16,2018,soy,218,0.9491463012695313,0.936,0.972,4539843
17,2018,soy,225,0.9362915649414062,0.92,0.964,4539843
18,2018,soy,232,0.933842041015625,0.92,0.96,4539843
19,2018,soy,239,0.9148282470703125,0.9,0.952,4539843
20,2018,soy,246,0.8786573486328125,0.844,0.932,4539843
21,2018,soy,253,0.8574591674804688,0.816,0.908,4539843
22,2018,soy,260,0.7991582641601562,0.744,0.856,4539843
23,2018,soy,267,0.7555934448242188,0.7,0.808,4539843
24,2018,soy,274,0.7034144897460938,0.636,0.776,4539843
25,2018,soy,281,0.6903616333007813,0.632,0.748,4539843
26,2018,soy,288,0.7263809204101562,0.672,0.768,4539843
27,2018,soy,295,0.7018584594726562,0.656,0.736,4539843
28,2018,soy,302,0.6759552612304688,0.64,0.704,4539843
29,2018,soy,309,0.6329563598632812,0.548,0.692,4539843
0,2018,wheat,106,0.7075303344726562,0.652,0.752,914365
1,2018,wheat,113,0.728315185546875,0.668,0.78,914365
2,2018,wheat,120,0.7656141357421875,0.7,0.828,914365
3,2018,wheat,127,0.7819324340820313,0.72,0.844,914365
4,2018,wheat,134,0.80118701171875,0.744,0.86,914365
5,2018,wheat,141,0.8123385009765625,0.756,0.872,914365
6,2018,wheat,148,0.8085587768554687,0.756,0.864,914365
7,2018,wheat,155,0.7896638793945312,0.732,0.844,914365
8,2018,wheat,162,0.765870361328125,0.704,0.82,914365
9,2018,wheat,169,0.7516046142578126,0.688,0.804,914365
10,2018,wheat,176,0.7694735107421875,0.704,0.832,914365
11,2018,wheat,183,0.7795275268554688,0.716,0.84,914365
12,2018,wheat,190,0.7734125366210938,0.708,0.836,914365
13,2018,wheat,197,0.77641943359375,0.712,0.836,914365
14,2018,wheat,204,0.7866778564453125,0.72,0.852,914365
15,2018,wheat,211,0.7938724365234375,0.728,0.86,914365
16,2018,wheat,218,0.8027048950195312,0.74,0.86,914365
17,2018,wheat,225,0.7918092651367188,0.724,0.856,914365
18,2018,wheat,232,0.7924710083007812,0.724,0.856,914365
19,2018,wheat,239,0.7828810424804687,0.716,0.848,914365
20,2018,wheat,246,0.7140975952148437,0.632,0.784,914365
21,2018,wheat,253,0.7740114135742188,0.704,0.836,914365
22,2018,wheat,260,0.75305029296875,0.688,0.808,914365
23,2018,wheat,267,0.7352053833007812,0.676,0.784,914365
24,2018,wheat,274,0.7133015747070313,0.664,0.756,914365
25,2018,wheat,281,0.680588134765625,0.632,0.724,914365
26,2018,wheat,288,0.7100746459960937,0.656,0.752,914365
27,2018,wheat,295,0.6984494018554688,0.652,0.728,914365
28,2018,wheat,302,0.6887366943359375,0.644,0.72,914365
29,2018,wheat,309,0.682149658203125,0.64,0.716,914365
0,2019,corn,105,0.6793302612304688,0.64,0.704,4705728
1,2019,corn,112,0.6910826416015625,0.648,0.72,4705728
2,2019,corn,119,0.6895972900390624,0.644,0.728,4705728
3,2019,corn,126,0.6881150512695312,0.64,0.724,4705728
4,2019,corn,133,0.72122802734375,0.664,0.764,4705728
5,2019,corn,140,0.7290017700195313,0.672,0.776,4705728
6,2019,corn,147,0.7516889038085938,0.696,0.8,4705728
7,2019,corn,154,0.7515684814453125,0.692,0.8,4705728
8,2019,corn,161,0.7642655639648438,0.708,0.812,4705728
9,2019,corn,168,0.7460681762695313,0.676,0.816,4705728
10,2019,corn,175,0.8362515869140625,0.784,0.892,4705728
11,2019,corn,182,0.874584716796875,0.832,0.932,4705728
12,2019,corn,189,0.9116646118164062,0.884,0.952,4705728
13,2019,corn,196,0.9224645385742187,0.9,0.96,4705728
14,2019,corn,203,0.9391866455078125,0.928,0.964,4705728
15,2019,corn,210,0.94207763671875,0.932,0.968,4705728
16,2019,corn,217,0.9417635498046875,0.932,0.968,4705728
17,2019,corn,224,0.929552734375,0.912,0.964,4705728
18,2019,corn,231,0.936197265625,0.924,0.964,4705728
19,2019,corn,238,0.9348670043945313,0.924,0.96,4705728
20,2019,corn,245,0.9209495239257812,0.908,0.956,4705728
21,2019,corn,252,0.894869384765625,0.876,0.94,4705728
22,2019,corn,259,0.8809436645507812,0.856,0.92,4705728
23,2019,corn,266,0.8518615112304687,0.816,0.9,4705728
24,2019,corn,273,0.7913648681640625,0.744,0.844,4705728
25,2019,corn,280,0.783744873046875,0.74,0.832,4705728
26,2019,corn,287,0.739303955078125,0.7,0.776,4705728
27,2019,corn,294,0.7095518798828125,0.672,0.74,4705728
28,2019,corn,301,0.6809032592773437,0.648,0.704,4705728
29,2019,corn,308,0.6682289428710938,0.636,0.696,4705728
0,2019,soy,105,0.6836638793945312,0.636,0.72,3907096
1,2019,soy,112,0.6942032470703124,0.644,0.732,3907096
2,2019,soy,119,0.6904442749023437,0.64,0.736,3907096
3,2019,soy,126,0.690989501953125,0.64,0.732,3907096
4,2019,soy,133,0.7240008544921875,0.66,0.776,3907096
5,2019,soy,140,0.724334228515625,0.664,0.776,3907096
6,2019,soy,147,0.7534213256835938,0.696,0.804,3907096
7,2019,soy,154,0.748253173828125,0.688,0.8,3907096
8,2019,soy,161,0.7561118774414063,0.7,0.804,3907096
9,2019,soy,168,0.7310800170898437,0.668,0.796,3907096
10,2019,soy,175,0.8067262573242188,0.752,0.86,3907096
11,2019,soy,182,0.83659765625,0.784,0.892,3907096
12,2019,soy,189,0.8751509399414062,0.836,0.924,3907096
13,2019,soy,196,0.8972116088867188,0.868,0.94,3907096
14,2019,soy,203,0.9231996459960937,0.904,0.956,3907096
15,2019,soy,210,0.9341434936523437,0.916,0.964,3907096
16,2019,soy,217,0.9381836547851562,0.92,0.968,3907096
17,2019,soy,224,0.9315970458984375,0.912,0.968,3907096
18,2019,soy,231,0.9432935180664063,0.928,0.972,3907096
19,2019,soy,238,0.9445576782226562,0.932,0.968,3907096
20,2019,soy,245,0.9326734619140625,0.92,0.964,3907096
21,2019,soy,252,0.9095012817382813,0.892,0.948,3907096
22,2019,soy,259,0.8867568969726562,0.856,0.928,3907096
23,2019,soy,266,0.8494696044921874,0.808,0.9,3907096
24,2019,soy,273,0.7825526123046875,0.74,0.84,3907096
25,2019,soy,280,0.7791187133789063,0.732,0.824,3907096
26,2019,soy,287,0.7372542114257813,0.696,0.772,3907096
27,2019,soy,294,0.7110451049804688,0.672,0.74,3907096
28,2019,soy,301,0.68462939453125,0.648,0.716,3907096
29,2019,soy,308,0.669284912109375,0.632,0.704,3907096
0,2019,wheat,105,0.7762033081054688,0.696,0.852,875005
1,2019,wheat,112,0.7950150756835938,0.724,0.864,875005
2,2019,wheat,119,0.7904686889648438,0.72,0.864,875005
3,2019,wheat,126,0.7990430908203126,0.724,0.88,875005
4,2019,wheat,133,0.8372366943359375,0.784,0.9,875005
5,2019,wheat,140,0.833603515625,0.784,0.892,875005
6,2019,wheat,147,0.8445882568359375,0.8,0.892,875005
7,2019,wheat,154,0.8344954833984375,0.788,0.888,875005
8,2019,wheat,161,0.8149535522460938,0.76,0.868,875005
9,2019,wheat,168,0.7920899047851563,0.736,0.844,875005
10,2019,wheat,175,0.7869942626953125,0.728,0.84,875005
11,2019,wheat,182,0.7690161743164062,0.708,0.82,875005
12,2019,wheat,189,0.7851245727539062,0.728,0.84,875005
13,2019,wheat,196,0.77707666015625,0.72,0.832,875005
14,2019,wheat,203,0.7769424438476562,0.716,0.832,875005
15,2019,wheat,210,0.7754434814453125,0.712,0.832,875005
16,2019,wheat,217,0.774609130859375,0.708,0.836,875005
17,2019,wheat,224,0.7877451171875,0.724,0.852,875005
18,2019,wheat,231,0.7809181518554688,0.716,0.84,875005
19,2019,wheat,238,0.7926613159179687,0.728,0.856,875005
20,2019,wheat,245,0.783447509765625,0.716,0.848,875005
21,2019,wheat,252,0.7728907470703125,0.708,0.836,875005
22,2019,wheat,259,0.757629150390625,0.692,0.816,875005
23,2019,wheat,266,0.740396240234375,0.676,0.792,875005
24,2019,wheat,273,0.7238113403320312,0.66,0.776,875005
25,2019,wheat,280,0.7242032470703125,0.664,0.772,875005
26,2019,wheat,287,0.701066162109375,0.652,0.736,875005
27,2019,wheat,294,0.6928762817382812,0.648,0.728,875005
28,2019,wheat,301,0.6770079345703125,0.64,0.704,875005
29,2019,wheat,308,0.675250732421875,0.64,0.696,875005
0,2020,corn,104,0.6790376586914062,0.64,0.704,4828590
1,2020,corn,111,0.68810205078125,0.648,0.716,4828590
2,2020,corn,118,0.7070068969726563,0.66,0.744,4828590
3,2020,corn,125,0.7108214111328125,0.66,0.748,4828590
4,2020,corn,132,0.6830376586914062,0.64,0.72,4828590
5,2020,corn,139,0.6824522094726563,0.628,0.736,4828590
6,2020,corn,146,0.7416328735351563,0.684,0.792,4828590
7,2020,corn,153,0.7767225341796875,0.716,0.832,4828590
8,2020,corn,160,0.7958355712890625,0.752,0.84,4828590
9,2020,corn,167,0.8235209350585937,0.78,0.872,4828590
10,2020,corn,174,0.8702452392578125,0.836,0.92,4828590
11,2020,corn,181,0.91015576171875,0.888,0.952,4828590
12,2020,corn,188,0.9203905639648438,0.904,0.952,4828590
13,2020,corn,195,0.93720751953125,0.924,0.968,4828590
14,2020,corn,202,0.94115380859375,0.932,0.968,4828590
15,2020,corn,209,0.9452805786132813,0.936,0.972,4828590
16,2020,corn,216,0.94586474609375,0.936,0.968,4828590
17,2020,corn,223,0.9451876220703125,0.936,0.968,4828590
18,2020,corn,230,0.9390232543945313,0.928,0.964,4828590
19,2020,corn,237,0.9243944702148438,0.912,0.956,4828590
20,2020,corn,244,0.8989052124023438,0.876,0.936,4828590
21,2020,corn,251,0.8404862670898438,0.796,0.896,4828590
22,2020,corn,258,0.8311641845703125,0.788,0.88,4828590
23,2020,corn,265,0.7889498291015625,0.744,0.832,4828590
24,2020,corn,272,0.750059814453125,0.7,0.796,4828590
25,2020,corn,279,0.7395989379882812,0.696,0.776,4828590
26,2020,corn,286,0.7109517822265625,0.672,0.74,4828590
27,2020,corn,293,0.6253306884765625,0.552,0.672,4828590
28,2020,corn,300,0.6907097778320312,0.648,0.72,4828590
29,2020,corn,307,0.6868929443359375,0.648,0.712,4828590
0,2020,soy,104,0.68387060546875,0.636,0.716,4313203
1,2020,soy,111,0.6937068481445312,0.644,0.728,4313203
2,2020,soy,118,0.7134839477539062,0.656,0.76,4313203
3,2020,soy,125,0.7159153442382813,0.656,0.76,4313203
4,2020,soy,132,0.6824072265625,0.636,0.72,4313203
5,2020,soy,139,0.6875426635742188,0.632,0.74,4313203
6,2020,soy,146,0.7442139282226562,0.684,0.796,4313203
7,2020,soy,153,0.7768104248046875,0.712,0.836,4313203
8,2020,soy,160,0.7823994750976563,0.736,0.828,4313203
9,2020,soy,167,0.7963775024414063,0.748,0.844,4313203
10,2020,soy,174,0.83365966796875,0.788,0.884,4313203
11,2020,soy,181,0.8791759643554687,0.84,0.924,4313203
12,2020,soy,188,0.899784912109375,0.872,0.94,4313203
13,2020,soy,195,0.924133544921875,0.9,0.956,4313203
14,2020,soy,202,0.9402758178710937,0.924,0.968,4313203
15,2020,soy,209,0.9464183349609375,0.932,0.972,4313203
16,2020,soy,216,0.951069580078125,0.94,0.976,4313203
17,2020,soy,223,0.9535240478515625,0.94,0.976,4313203
18,2020,soy,230,0.9522609252929688,0.94,0.976,4313203
19,2020,soy,237,0.9402149658203125,0.928,0.964,4313203
20,2020,soy,244,0.9202298583984375,0.9,0.952,4313203
21,2020,soy,251,0.8646702880859375,0.82,0.92,4313203
22,2020,soy,258,0.8440668334960938,0.796,0.896,4313203
23,2020,soy,265,0.79442919921875,0.744,0.844,4313203
24,2020,soy,272,0.7514640502929687,0.696,0.8,4313203
25,2020,soy,279,0.7391620483398438,0.688,0.78,4313203
26,2020,soy,286,0.7108863525390625,0.668,0.744,4313203
27,2020,soy,293,0.6295969848632812,0.544,0.684,4313203
28,2020,soy,300,0.6936893310546876,0.648,0.728,4313203
29,2020,soy,307,0.6913223876953125,0.652,0.716,4313203
0,2020,wheat,104,0.7533634643554687,0.672,0.828,775515
1,2020,wheat,111,0.7620463256835938,0.68,0.84,775515
2,2020,wheat,118,0.7885032348632812,0.716,0.864,775515
3,2020,wheat,125,0.7998226318359375,0.736,0.868,775515
4,2020,wheat,132,0.7840753784179687,0.72,0.852,775515
5,2020,wheat,139,0.80554736328125,0.748,0.872,775515
6,2020,wheat,146,0.8100172729492188,0.756,0.872,775515
7,2020,wheat,153,0.8044216918945313,0.748,0.864,775515
8,2020,wheat,160,0.7717484130859374,0.708,0.828,775515
9,2020,wheat,167,0.7429496459960937,0.684,0.792,775515
10,2020,wheat,174,0.7377608642578125,0.672,0.788,775515
11,2020,wheat,181,0.7391202392578125,0.672,0.796,775515
12,2020,wheat,188,0.7385452880859374,0.668,0.8,775515
13,2020,wheat,195,0.7611593627929687,0.688,0.828,775515
14,2020,wheat,202,0.7793187255859375,0.704,0.852,775515
15,2020,wheat,209,0.7929075317382812,0.72,0.864,775515
16,2020,wheat,216,0.8018903198242188,0.736,0.872,775515
17,2020,wheat,223,0.8100838012695313,0.744,0.88,775515
18,2020,wheat,230,0.7855486450195313,0.716,0.852,775515
19,2020,wheat,237,0.769523193359375,0.7,0.832,775515
20,2020,wheat,244,0.754251220703125,0.684,0.816,775515
21,2020,wheat,251,0.7363792724609375,0.672,0.792,775515
22,2020,wheat,258,0.7416682739257813,0.68,0.792,775515
23,2020,wheat,265,0.7284678344726563,0.672,0.776,775515
24,2020,wheat,272,0.7148445434570313,0.664,0.756,775515
25,2020,wheat,279,0.7126966552734375,0.664,0.748,775515
26,2020,wheat,286,0.7011011352539063,0.656,0.736,775515
27,2020,wheat,293,0.6643699340820313,0.616,0.712,775515
28,2020,wheat,300,0.6944697265625,0.648,0.728,775515
29,2020,wheat,307,0.700383056640625,0.656,0.728,775515
0,2021,corn,102,0.6808223266601563,0.632,0.716,4911649
1,2021,corn,109,0.6849401245117187,0.636,0.72,4911649
2,2021,corn,116,0.69734912109375,0.644,0.736,4911649
3,2021,corn,123,0.7043396606445312,0.652,0.744,4911649
4,2021,corn,130,0.7144972534179688,0.66,0.756,4911649
5,2021,corn,137,0.6730053100585938,0.616,0.724,4911649
6,2021,corn,144,0.7305040283203125,0.672,0.78,4911649
7,2021,corn,151,0.7520723266601562,0.696,0.8,4911649
8,2021,corn,158,0.7962686767578125,0.752,0.84,4911649
9,2021,corn,165,0.828042724609375,0.788,0.872,4911649
10,2021,corn,172,0.845954345703125,0.808,0.896,4911649
11,2021,corn,179,0.901642822265625,0.884,0.94,4911649
12,2021,corn,186,0.9108951416015625,0.892,0.948,4911649
13,2021,corn,193,0.9117278442382812,0.892,0.952,4911649
14,2021,corn,200,0.9335339965820313,0.924,0.96,4911649
15,2021,corn,207,0.9322547607421875,0.924,0.956,4911649
16,2021,corn,214,0.9284851684570312,0.916,0.956,4911649
17,2021,corn,221,0.9227000732421875,0.912,0.952,4911649
18,2021,corn,228,0.9150167846679688,0.9,0.948,4911649
19,2021,corn,235,0.9064005737304688,0.892,0.944,4911649
20,2021,corn,242,0.9001393432617187,0.884,0.932,4911649
21,2021,corn,249,0.8792597045898437,0.856,0.916,4911649
22,2021,corn,256,0.8272884521484375,0.788,0.872,4911649
23,2021,corn,263,0.7809160766601563,0.732,0.828,4911649
24,2021,corn,270,0.7581942749023437,0.712,0.8,4911649
25,2021,corn,277,0.7289338989257812,0.68,0.772,4911649
26,2021,corn,284,0.7318935546875,0.68,0.772,4911649
27,2021,corn,291,0.720518798828125,0.668,0.764,4911649
28,2021,corn,298,0.6939529418945313,0.648,0.732,4911649
29,2021,corn,305,0.6971188354492187,0.644,0.736,4911649
0,2021,soy,102,0.6821617431640625,0.628,0.724,4530184
1,2021,soy,109,0.6868922119140625,0.636,0.728,4530184
2,2021,soy,116,0.6981957397460937,0.64,0.744,4530184
3,2021,soy,123,0.7037821044921875,0.648,0.748,4530184
4,2021,soy,130,0.71566552734375,0.656,0.764,4530184
5,2021,soy,137,0.6722416381835937,0.616,0.72,4530184
6,2021,soy,144,0.726229248046875,0.668,0.776,4530184
7,2021,soy,151,0.7432645263671875,0.688,0.792,4530184
8,2021,soy,158,0.7779049682617187,0.728,0.824,4530184
9,2021,soy,165,0.8030023193359375,0.76,0.848,4530184
10,2021,soy,172,0.8194859619140625,0.776,0.868,4530184
11,2021,soy,179,0.8804188232421875,0.852,0.924,4530184
12,2021,soy,186,0.8917484741210937,0.86,0.932,4530184
13,2021,soy,193,0.903380859375,0.876,0.948,4530184
14,2021,soy,200,0.931554931640625,0.916,0.96,4530184
15,2021,soy,207,0.9337872924804688,0.92,0.96,4530184
16,2021,soy,214,0.929892822265625,0.916,0.96,4530184
17,2021,soy,221,0.9264708251953125,0.912,0.96,4530184
18,2021,soy,228,0.92161083984375,0.904,0.956,4530184
19,2021,soy,235,0.9172838134765625,0.9,0.952,4530184
20,2021,soy,242,0.9095131225585937,0.892,0.94,4530184
21,2021,soy,249,0.8878077392578125,0.864,0.924,4530184
22,2021,soy,256,0.830210205078125,0.788,0.876,4530184
23,2021,soy,263,0.7807036743164063,0.728,0.828,4530184
24,2021,soy,270,0.756404541015625,0.708,0.8,4530184
25,2021,soy,277,0.7303645629882812,0.68,0.776,4530184
26,2021,soy,284,0.7337496948242187,0.68,0.78,4530184
27,2021,soy,291,0.7241149291992187,0.668,0.772,4530184
28,2021,soy,298,0.7002244873046874,0.652,0.74,4530184
29,2021,soy,305,0.703397216796875,0.652,0.748,4530184
0,2021,wheat,102,0.7432673950195312,0.672,0.812,860358
1,2021,wheat,109,0.7654232788085937,0.688,0.844,860358
2,2021,wheat,116,0.7854253540039062,0.716,0.86,860358
3,2021,wheat,123,0.7933356323242188,0.728,0.868,860358
4,2021,wheat,130,0.795036865234375,0.732,0.86,860358
5,2021,wheat,137,0.7485989379882813,0.672,0.828,860358
6,2021,wheat,144,0.8062471313476562,0.748,0.868,860358
7,2021,wheat,151,0.815233642578125,0.756,0.876,860358
8,2021,wheat,158,0.7962838134765625,0.744,0.848,860358
9,2021,wheat,165,0.7706730346679688,0.72,0.816,860358
10,2021,wheat,172,0.7412553100585938,0.688,0.788,860358
11,2021,wheat,179,0.74263818359375,0.672,0.804,860358
12,2021,wheat,186,0.7643242797851563,0.696,0.824,860358
13,2021,wheat,193,0.7682924194335937,0.704,0.82,860358
14,2021,wheat,200,0.7855761108398438,0.712,0.852,860358
15,2021,wheat,207,0.7782567749023438,0.708,0.848,860358
16,2021,wheat,214,0.7862398681640625,0.724,0.848,860358
17,2021,wheat,221,0.7700115356445313,0.7,0.836,860358
18,2021,wheat,228,0.7694297485351562,0.696,0.836,860358
19,2021,wheat,235,0.7596018676757812,0.684,0.828,860358
20,2021,wheat,242,0.767806884765625,0.692,0.836,860358
21,2021,wheat,249,0.7550543823242187,0.684,0.82,860358
22,2021,wheat,256,0.7394999389648438,0.672,0.8,860358
23,2021,wheat,263,0.7195632934570313,0.66,0.768,860358
24,2021,wheat,270,0.7123609008789062,0.656,0.756,860358
25,2021,wheat,277,0.703445068359375,0.652,0.744,860358
26,2021,wheat,284,0.7157340087890625,0.664,0.756,860358
27,2021,wheat,291,0.709918701171875,0.656,0.748,860358
28,2021,wheat,298,0.697494873046875,0.644,0.74,860358
29,2021,wheat,305,0.7068345947265625,0.652,0.748,860358
0,2022,corn,101,0.656382080078125,0.62,0.68,4728792
1,2022,corn,108,0.65696875,0.62,0.688,4728792
2,2022,corn,115,0.6636697387695313,0.624,0.692,4728792
3,2022,corn,122,0.6742850952148437,0.628,0.708,4728792
4,2022,corn,129,0.710419921875,0.652,0.756,4728792
5,2022,corn,136,0.7125668334960937,0.656,0.76,4728792
6,2022,corn,143,0.7194125366210937,0.664,0.768,4728792
7,2022,corn,150,0.750340576171875,0.684,0.808,4728792
8,2022,corn,157,0.7558448486328125,0.7,0.808,4728792
9,2022,corn,164,0.8084327392578124,0.76,0.864,4728792
10,2022,corn,171,0.8344611206054687,0.796,0.888,4728792
11,2022,corn,178,0.8683803100585937,0.836,0.916,4728792
12,2022,corn,185,0.9005466918945313,0.88,0.944,4728792
13,2022,corn,192,0.9145098876953125,0.9,0.952,4728792
14,2022,corn,199,0.9273561401367187,0.92,0.96,4728792
15,2022,corn,206,0.9163896484375,0.908,0.956,4728792
16,2022,corn,213,0.9227786865234375,0.912,0.956,4728792
17,2022,corn,220,0.9237940063476563,0.916,0.956,4728792
18,2022,corn,227,0.9165565795898437,0.904,0.956,4728792
19,2022,corn,234,0.9163928833007813,0.904,0.952,4728792
20,2022,corn,241,0.9112286987304687,0.9,0.948,4728792
21,2022,corn,248,0.892774169921875,0.872,0.936,4728792
22,2022,corn,255,0.8608025512695312,0.824,0.912,4728792
23,2022,corn,262,0.8242427368164063,0.78,0.88,4728792
24,2022,corn,269,0.7924625244140625,0.74,0.848,4728792
25,2022,corn,276,0.7465929565429688,0.696,0.792,4728792
26,2022,corn,304,0.6614375610351563,0.632,0.68,4728792
0,2022,soy,101,0.6612963256835938,0.62,0.696,4454796
1,2022,soy,108,0.658560791015625,0.616,0.704,4454796
2,2022,soy,115,0.6741414184570312,0.624,0.716,4454796
3,2022,soy,122,0.6822591552734375,0.628,0.724,4454796
4,2022,soy,129,0.717489013671875,0.652,0.772,4454796
5,2022,soy,136,0.7179669799804688,0.656,0.772,4454796
6,2022,soy,143,0.7254464721679688,0.664,0.776,4454796
7,2022,soy,150,0.7549486083984375,0.688,0.816,4454796
8,2022,soy,157,0.7498314819335937,0.692,0.8,4454796
9,2022,soy,164,0.7937264404296875,0.744,0.844,4454796
10,2022,soy,171,0.8115589599609375,0.764,0.86,4454796
11,2022,soy,178,0.8409486694335937,0.8,0.888,4454796
12,2022,soy,185,0.8762996215820312,0.84,0.924,4454796
13,2022,soy,192,0.8994461669921875,0.872,0.94,4454796
14,2022,soy,199,0.9234672241210937,0.904,0.956,4454796
15,2022,soy,206,0.9153303833007812,0.9,0.956,4454796
16,2022,soy,213,0.9270054931640626,0.912,0.956,4454796
17,2022,soy,220,0.9314349975585937,0.92,0.96,4454796
18,2022,soy,227,0.930269775390625,0.916,0.96,4454796
19,2022,soy,234,0.9310609130859375,0.916,0.96,4454796
20,2022,soy,241,0.9272459716796875,0.916,0.956,4454796
21,2022,soy,248,0.909535888671875,0.888,0.944,4454796
22,2022,soy,255,0.8738948364257813,0.84,0.92,4454796
23,2022,soy,262,0.8245111083984376,0.776,0.876,4454796
24,2022,soy,269,0.7869696655273437,0.736,0.836,4454796
25,2022,soy,276,0.7413265991210938,0.688,0.788,4454796
26,2022,soy,304,0.6621708984375,0.632,0.684,4454796
0,2022,wheat,101,0.7169239501953125,0.652,0.776,794260
1,2022,wheat,108,0.724409423828125,0.66,0.784,794260
2,2022,wheat,115,0.7356232299804687,0.664,0.8,794260
3,2022,wheat,122,0.7402467651367187,0.668,0.808,794260
4,2022,wheat,129,0.7756864013671875,0.708,0.844,794260
5,2022,wheat,136,0.7729548950195313,0.712,0.836,794260
6,2022,wheat,143,0.7633914184570313,0.696,0.832,794260
7,2022,wheat,150,0.7634964599609375,0.696,0.828,794260
8,2022,wheat,157,0.7649506225585937,0.704,0.824,794260
9,2022,wheat,164,0.7473021850585938,0.68,0.804,794260
10,2022,wheat,171,0.7297257690429687,0.656,0.792,794260
11,2022,wheat,178,0.7392567138671875,0.664,0.804,794260
12,2022,wheat,185,0.7387291870117187,0.664,0.804,794260
13,2022,wheat,192,0.7360755004882813,0.664,0.796,794260
14,2022,wheat,199,0.731625244140625,0.66,0.792,794260
15,2022,wheat,206,0.7334130249023437,0.656,0.8,794260
16,2022,wheat,213,0.7546823120117188,0.688,0.816,794260
17,2022,wheat,220,0.7518460083007813,0.684,0.812,794260
18,2022,wheat,227,0.7446058959960937,0.672,0.8,794260
19,2022,wheat,234,0.7511740112304688,0.676,0.812,794260
20,2022,wheat,241,0.743211669921875,0.672,0.8,794260
21,2022,wheat,248,0.7354124755859375,0.668,0.788,794260
22,2022,wheat,255,0.718963134765625,0.656,0.764,794260
23,2022,wheat,262,0.7080162353515626,0.648,0.748,794260
24,2022,wheat,269,0.7021716918945312,0.648,0.736,794260
25,2022,wheat,276,0.6929739990234375,0.644,0.724,794260
26,2022,wheat,304,0.6638043212890625,0.632,0.684,794260
0,2023,corn,100,0.6565097045898437,0.62,0.688,5005124
1,2023,corn,107,0.6628656005859375,0.62,0.692,5005124
2,2023,corn,114,0.675532958984375,0.628,0.708,5005124
3,2023,corn,121,0.6863015747070312,0.64,0.716,5005124
4,2023,corn,128,0.6908173217773438,0.636,0.728,5005124
5,2023,corn,135,0.7367273559570312,0.676,0.784,5005124
6,2023,corn,142,0.7407335815429688,0.684,0.792,5005124
7,2023,corn,156,0.7879876708984375,0.74,0.836,5005124
8,2023,corn,163,0.83485693359375,0.796,0.88,5005124
