crop,doy,posterior_mean,posterior_iqr_25,posterior_iqr_75,ci_05,ci_95
soy,213,0.93154,0.91748,0.94507,0.90076,0.96352
soy,213,0.93187,0.91915,0.94522,0.90036,0.96345
soy,214,0.93223,0.92,0.94588,0.90075,0.96592
soy,215,0.9326,0.91965,0.94465,0.90025,0.96344
soy,215,0.933,0.91956,0.94593,0.90095,0.96532
soy,216,0.93342,0.91936,0.94677,0.90123,0.96502
soy,217,0.93386,0.9211,0.94655,0.9027,0.9661
soy,218,0.93431,0.92161,0.94654,0.90258,0.96522
soy,218,0.93476,0.92153,0.94838,0.90348,0.96632
soy,219,0.93521,0.92274,0.94786,0.90425,0.96615
soy,220,0.93565,0.92237,0.94879,0.90424,0.96757
soy,221,0.93608,0.92266,0.94894,0.90417,0.96887
soy,221,0.93647,0.92291,0.94929,0.9042,0.96695
soy,222,0.93684,0.92324,0.94989,0.90585,0.96733
soy,223,0.93717,0.92405,0.94994,0.90568,0.96911
soy,223,0.93745,0.92526,0.95093,0.90726,0.97
soy,224,0.93768,0.92532,0.95081,0.90613,0.96954
soy,225,0.93785,0.92444,0.95147,0.90521,0.97061
soy,226,0.93796,0.9249,0.95209,0.90676,0.96961
soy,226,0.93801,0.92537,0.95228,0.90697,0.97053
soy,227,0.93799,0.92496,0.95094,0.90658,0.96999
soy,228,0.93791,0.92453,0.94999,0.90715,0.9692
soy,228,0.93775,0.92509,0.95114,0.90544,0.96976
soy,229,0.93752,0.92466,0.95139,0.90621,0.96927
soy,230,0.93722,0.92439,0.95087,0.90524,0.97164
soy,231,0.93685,0.92333,0.95035,0.9055,0.97021
soy,231,0.9364,0.92207,0.94978,0.9041,0.96825
soy,232,0.93588,0.92282,0.94914,0.90542,0.96771
soy,233,0.93528,0.92224,0.94936,0.90526,0.96685
soy,234,0.93461,0.92193,0.94753,0.90331,0.96555
soy,234,0.93385,0.92123,0.94677,0.90212,0.96625
soy,235,0.933,0.92078,0.94625,0.90143,0.96505
soy,236,0.93206,0.91873,0.94448,0.89897,0.96373
soy,236,0.93103,0.91808,0.94386,0.89798,0.96197
soy,237,0.9299,0.91627,0.94202,0.89907,0.96236
soy,238,0.92867,0.91596,0.94214,0.89715,0.96221
soy,239,0.92732,0.91384,0.94096,0.89505,0.95928
soy,239,0.92586,0.91262,0.93955,0.89456,0.95823
soy,240,0.92427,0.91139,0.93778,0.89259,0.95669
soy,241,0.92256,0.90964,0.93477,0.89113,0.95538
soy,241,0.92072,0.90764,0.93365,0.88878,0.95302
soy,242,0.91873,0.90526,0.93096,0.88587,0.95004
soy,243,0.91661,0.90414,0.92879,0.8846,0.94548
soy,244,0.91435,0.90139,0.92724,0.88295,0.94531
soy,244,0.91194,0.89906,0.92568,0.87912,0.94326
soy,245,0.90939,0.89573,0.92206,0.87773,0.94232
soy,246,0.90669,0.89371,0.91942,0.87352,0.93798
soy,247,0.90385,0.89139,0.91675,0.87405,0.93527
soy,247,0.90087,0.88762,0.91371,0.86957,0.93089
soy,248,0.89775,0.88476,0.91064,0.86669,0.92945
soy,249,0.8945,0.88044,0.90731,0.86256,0.92705
soy,249,0.89113,0.87711,0.90365,0.85819,0.92246
soy,250,0.88762,0.87527,0.90084,0.85712,0.92104
soy,251,0.884,0.87088,0.8964,0.85252,0.91615
soy,252,0.88026,0.86716,0.89274,0.84913,0.91154
soy,252,0.87641,0.86399,0.8898,0.84397,0.90883
soy,253,0.87246,0.85879,0.88599,0.84111,0.9045
soy,254,0.86841,0.85597,0.88126,0.83608,0.89975
soy,254,0.86425,0.85106,0.87698,0.83273,0.8957
soy,255,0.86001,0.84686,0.87287,0.82939,0.8927
soy,256,0.85568,0.84243,0.86835,0.82222,0.88741
soy,257,0.85126,0.83737,0.86343,0.8182,0.88263
soy,257,0.84677,0.83402,0.85946,0.81531,0.87968
soy,258,0.84219,0.82924,0.85586,0.81041,0.87395
soy,259,0.83755,0.82482,0.85003,0.80711,0.86886
soy,260,0.83285,0.81989,0.84518,0.80191,0.86322
soy,260,0.82809,0.81434,0.83979,0.79502,0.86004
soy,261,0.82328,0.81041,0.83642,0.79311,0.85553
soy,262,0.81844,0.80596,0.83186,0.78786,0.84847
soy,262,0.81357,0.79996,0.82704,0.7821,0.84527
soy,263,0.80869,0.79548,0.82176,0.77702,0.84061
soy,264,0.80382,0.79122,0.81724,0.77333,0.83576
soy,265,0.79897,0.78633,0.81196,0.76783,0.83071
soy,265,0.79416,0.78113,0.80677,0.76151,0.82664
soy,266,0.78941,0.77642,0.80139,0.75732,0.82027
soy,267,0.78474,0.77194,0.79689,0.75199,0.81707
soy,267,0.78018,0.76709,0.79203,0.74815,0.81152
soy,268,0.77574,0.76289,0.78855,0.74374,0.8062
soy,269,0.77145,0.75745,0.78378,0.73929,0.80331
soy,270,0.76732,0.75446,0.78009,0.7351,0.79894
soy,270,0.76338,0.75026,0.7771,0.73051,0.79479
soy,271,0.75964,0.74598,0.77276,0.72697,0.79167
soy,272,0.75611,0.74306,0.76943,0.72372,0.78611
soy,273,0.75279,0.74046,0.76635,0.72267,0.78424
soy,273,0.74971,0.73551,0.76236,0.71853,0.78058
soy,274,0.74685,0.73325,0.75967,0.71496,0.77822
soy,275,0.74422,0.73219,0.75844,0.71315,0.77777
soy,275,0.7418,0.72797,0.75561,0.71017,0.77223
soy,276,0.73959,0.7266,0.75335,0.70745,0.77226
soy,277,0.73756,0.72538,0.75129,0.70739,0.76863
soy,278,0.7357,0.72265,0.7482,0.7031,0.76613
soy,278,0.73398,0.72164,0.74806,0.70134,0.76708
soy,279,0.73237,0.71965,0.74545,0.69999,0.76487
soy,280,0.73084,0.71664,0.74369,0.69781,0.76307
soy,280,0.72937,0.71687,0.74257,0.69927,0.76141
soy,281,0.72793,0.71497,0.74079,0.69684,0.7577
soy,282,0.72647,0.71384,0.73833,0.69575,0.75679
soy,283,0.72498,0.71248,0.73779,0.69242,0.75585
soy,283,0.72343,0.70999,0.73619,0.69083,0.75506
soy,284,0.7218,0.70808,0.73408,0.69003,0.75208
soy,285,0.72006,0.70752,0.73343,0.68932,0.75026
soy,286,0.71822,0.70568,0.73175,0.68866,0.74848
soy,286,0.71625,0.70444,0.72996,0.68548,0.74823
soy,287,0.71417,0.70125,0.72775,0.68244,0.7483
soy,288,0.71198,0.69852,0.72462,0.67999,0.74347
soy,288,0.70969,0.69601,0.72257,0.67867,0.7421
soy,289,0.70731,0.69405,0.72014,0.67462,0.73822
soy,290,0.70488,0.69255,0.71778,0.67432,0.7356
soy,291,0.70242,0.68925,0.71537,0.66947,0.73318
soy,291,0.69996,0.68748,0.71271,0.66783,0.73143
soy,292,0.69754,0.68451,0.71083,0.66656,0.72949
soy,293,0.69519,0.68342,0.70839,0.66518,0.72569
soy,293,0.69294,0.67995,0.7065,0.66025,0.72349
soy,294,0.69084,0.67692,0.7032,0.65697,0.72268
soy,295,0.68891,0.6748,0.7019,0.65664,0.71932
soy,296,0.68717,0.67489,0.70012,0.65769,0.71891
soy,296,0.68565,0.67235,0.69838,0.65461,0.71707
soy,297,0.68435,0.67117,0.6981,0.65293,0.71683
soy,298,0.6833,0.67031,0.69593,0.65186,0.71444
soy,299,0.68247,0.67001,0.69588,0.65131,0.71514
soy,299,0.68187,0.66939,0.6952,0.6502,0.71341
soy,300,0.68146,0.66866,0.69401,0.64858,0.71295
soy,301,0.68123,0.66902,0.69404,0.6503,0.71181
soy,301,0.68113,0.66868,0.69518,0.65003,0.71424
soy,302,0.68111,0.66951,0.6946,0.64959,0.71426
soy,303,0.68114,0.66845,0.69474,0.65047,0.7114
soy,304,0.68115,0.66778,0.69504,0.64918,0.71371
soy,304,0.68107,0.66759,0.6937,0.64872,0.71205
soy,305,0.68086,0.66825,0.69389,0.6487,0.71335
soy,306,0.68045,0.66735,0.69396,0.64731,0.71256
soy,306,0.67978,0.666,0.69212,0.64796,0.70966
soy,307,0.6788,0.66533,0.69087,0.64679,0.71064
soy,308,0.67746,0.66553,0.69069,0.64734,0.70895
soy,309,0.67573,0.66228,0.688,0.64419,0.70617
soy,309,0.67356,0.66004,0.68656,0.64154,0.70458
soy,310,0.67095,0.65864,0.6839,0.64111,0.70231
soy,311,0.66789,0.655,0.68085,0.63775,0.7002
soy,312,0.66438,0.65092,0.67676,0.63204,0.69639
soy,312,0.66045,0.64833,0.67407,0.62935,0.69217
soy,313,0.65612,0.64236,0.66946,0.62429,0.68935
wheat,97,0.74982,0.73295,0.76567,0.70985,0.79288
wheat,98,0.7506,0.7332,0.76772,0.71033,0.78956
wheat,98,0.75138,0.73498,0.76822,0.71292,0.79143
wheat,99,0.75217,0.73469,0.76817,0.71041,0.78961
wheat,100,0.75295,0.73654,0.76916,0.71298,0.79177
wheat,101,0.75374,0.73634,0.76982,0.71407,0.79168
wheat,101,0.75453,0.73862,0.77179,0.71437,0.79514
wheat,102,0.75533,0.73922,0.77197,0.71564,0.79298
wheat,103,0.75612,0.73998,0.77132,0.71621,0.79481
wheat,104,0.75693,0.74129,0.77362,0.71874,0.79779
wheat,104,0.75775,0.74154,0.77302,0.71834,0.7966
wheat,105,0.75859,0.74276,0.7743,0.7184,0.79845
wheat,106,0.75945,0.74377,0.77553,0.72066,0.79951
wheat,106,0.76035,0.7429,0.77702,0.7193,0.80149
wheat,107,0.76129,0.74598,0.77727,0.72248,0.79932
wheat,108,0.76228,0.74651,0.77677,0.72441,0.80071
wheat,109,0.76333,0.74687,0.77765,0.72342,0.80365
wheat,109,0.76444,0.74813,0.77975,0.72426,0.80502
wheat,110,0.76563,0.74876,0.78196,0.7254,0.8056
wheat,111,0.76689,0.74888,0.78234,0.72591,0.80815
wheat,111,0.76824,0.75219,0.78556,0.72665,0.80691
wheat,112,0.76967,0.75488,0.78638,0.73245,0.81084
wheat,113,0.77119,0.75448,0.78716,0.73071,0.81007
wheat,114,0.77279,0.75608,0.78881,0.73221,0.81293
wheat,114,0.77447,0.75928,0.79155,0.73518,0.81461
wheat,115,0.77622,0.7595,0.79193,0.73713,0.81528
wheat,116,0.77803,0.76263,0.79422,0.73942,0.81704
wheat,117,0.77989,0.76395,0.79646,0.73998,0.81881
wheat,117,0.78178,0.76583,0.79875,0.74238,0.82136
wheat,118,0.78368,0.76785,0.80142,0.7443,0.82576
wheat,119,0.78558,0.76956,0.80188,0.7444,0.82737
wheat,119,0.78746,0.7711,0.8039,0.74773,0.82766
wheat,120,0.7893,0.7716,0.80598,0.74736,0.82762
wheat,121,0.79107,0.77507,0.80774,0.75129,0.83026
wheat,122,0.79276,0.77529,0.80961,0.74894,0.83316
wheat,122,0.79435,0.7773,0.81004,0.75345,0.83326
wheat,123,0.79581,0.77846,0.81144,0.75523,0.83612
wheat,124,0.79714,0.78045,0.81272,0.75683,0.83614
wheat,124,0.79832,0.78102,0.81586,0.75915,0.84265
wheat,125,0.79935,0.78186,0.81543,0.76021,0.83915
wheat,126,0.80022,0.78426,0.81654,0.76082,0.84011
wheat,127,0.80092,0.78482,0.81676,0.76075,0.8387
wheat,127,0.80146,0.78478,0.8184,0.76079,0.84017
wheat,128,0.80185,0.78495,0.81823,0.76007,0.84163
wheat,129,0.8021,0.78482,0.81683,0.76184,0.84202
wheat,130,0.80221,0.78587,0.81755,0.76454,0.84122
wheat,130,0.80221,0.78555,0.81863,0.76014,0.84299
wheat,131,0.80211,0.78532,0.81801,0.7622,0.84132
wheat,132,0.80194,0.7859,0.81936,0.76351,0.84494
wheat,132,0.80172,0.78536,0.81759,0.76351,0.84047
wheat,133,0.80146,0.78602,0.81902,0.76304,0.84222
wheat,134,0.8012,0.78467,0.81836,0.76083,0.84204
wheat,135,0.80095,0.78489,0.81652,0.76098,0.84012
wheat,135,0.80073,0.78415,0.8171,0.76029,0.84028
wheat,136,0.80056,0.78368,0.81675,0.76088,0.84115
wheat,137,0.80045,0.78441,0.81854,0.75919,0.84049
wheat,137,0.80041,0.78386,0.81721,0.76109,0.84071
wheat,138,0.80045,0.78401,0.81518,0.76057,0.83993
wheat,139,0.80057,0.78432,0.81631,0.75924,0.83982
wheat,140,0.80077,0.78515,0.81652,0.76066,0.84176
wheat,140,0.80104,0.78486,0.81677,0.76067,0.83875
wheat,141,0.80136,0.78487,0.81697,0.76159,0.83974
wheat,142,0.80173,0.78469,0.81693,0.76232,0.84009
wheat,143,0.80213,0.78673,0.81923,0.76317,0.84278
wheat,143,0.80253,0.78611,0.81899,0.76082,0.84307
wheat,144,0.80291,0.78718,0.81844,0.76348,0.84309
wheat,145,0.80325,0.78767,0.82008,0.76279,0.84337
wheat,145,0.80352,0.78583,0.81984,0.7635,0.84258
wheat,146,0.80371,0.7878,0.82008,0.7639,0.84299
wheat,147,0.80377,0.7881,0.82043,0.76291,0.84425
wheat,148,0.8037,0.78707,0.82034,0.76174,0.84385
wheat,148,0.80348,0.78791,0.82091,0.76389,0.84427
wheat,149,0.80309,0.78616,0.82002,0.7623,0.84332
wheat,150,0.80253,0.78534,0.81813,0.76087,0.84157
wheat,150,0.80177,0.78547,0.81838,0.7602,0.84216
wheat,151,0.80083,0.78284,0.81749,0.76028,0.84135
wheat,152,0.7997,0.78266,0.81608,0.75999,0.8394
wheat,153,0.79839,0.78229,0.81473,0.75937,0.83777
wheat,153,0.79691,0.781,0.81331,0.75565,0.8386
wheat,154,0.79529,0.77826,0.81035,0.75366,0.83369
wheat,155,0.79353,0.77797,0.81221,0.75483,0.83604
wheat,156,0.79166,0.77519,0.80782,0.75258,0.83275
wheat,156,0.7897,0.77334,0.80611,0.74996,0.82995
wheat,157,0.78768,0.77177,0.80398,0.7465,0.82718
wheat,158,0.78563,0.76865,0.80239,0.74506,0.8236
wheat,158,0.78357,0.76758,0.80026,0.74344,0.82333
wheat,159,0.78154,0.76501,0.79766,0.74012,0.82
wheat,160,0.77954,0.76237,0.79545,0.73794,0.81986
wheat,161,0.77761,0.76152,0.79466,0.73922,0.81795
wheat,161,0.77577,0.75955,0.79182,0.73816,0.81375
wheat,162,0.77403,0.75771,0.79026,0.73386,0.81347
wheat,163,0.7724,0.75568,0.78794,0.73228,0.81311
wheat,163,0.7709,0.75408,0.78711,0.73122,0.80952
wheat,164,0.76953,0.75417,0.78603,0.72999,0.80823
wheat,165,0.76829,0.75155,0.78414,0.72831,0.80672
wheat,166,0.76718,0.75093,0.78372,0.72747,0.80654
wheat,166,0.7662,0.74886,0.7822,0.72563,0.8079
wheat,167,0.76533,0.7491,0.78168,0.72474,0.80534
wheat,168,0.76457,0.74701,0.78111,0.72413,0.80478
wheat,169,0.76391,0.7473,0.78103,0.7242,0.80383
wheat,169,0.76334,0.7475,0.78001,0.72449,0.8025
wheat,170,0.76283,0.74698,0.77973,0.72091,0.80216
wheat,171,0.76239,0.74555,0.77972,0.72281,0.80356
wheat,171,0.76198,0.74679,0.77926,0.7207,0.80234
wheat,172,0.76162,0.74562,0.77829,0.72119,0.80236
wheat,173,0.76128,0.74609,0.77769,0.72192,0.8023
wheat,174,0.76095,0.74469,0.77733,0.72136,0.80041
wheat,174,0.76064,0.744,0.77526,0.72056,0.80214
wheat,175,0.76034,0.74418,0.77645,0.71962,0.80201
wheat,176,0.76004,0.74292,0.77589,0.71963,0.79963
wheat,176,0.75975,0.74376,0.77722,0.72151,0.79986
wheat,177,0.75947,0.74233,0.77503,0.71823,0.79841
wheat,178,0.75921,0.74344,0.7764,0.71951,0.79999
wheat,179,0.75898,0.74347,0.77542,0.72016,0.80101
wheat,179,0.75877,0.74271,0.77581,0.71921,0.79997
wheat,180,0.7586,0.74156,0.77458,0.71794,0.79708
wheat,181,0.75848,0.74331,0.77447,0.71989,0.79957
wheat,182,0.75841,0.74347,0.77577,0.71947,0.79854
wheat,182,0.75841,0.74302,0.77524,0.71978,0.7982
wheat,183,0.75846,0.74215,0.77571,0.71735,0.79953
wheat,184,0.75859,0.74246,0.77522,0.7202,0.79812
wheat,184,0.75878,0.74314,0.7765,0.71982,0.80034
wheat,185,0.75905,0.74256,0.77416,0.71883,0.79783
wheat,186,0.75938,0.74297,0.77502,0.72035,0.79802
wheat,187,0.75978,0.74413,0.77612,0.72054,0.80061
wheat,187,0.76024,0.74292,0.77639,0.7204,0.79992
wheat,188,0.76075,0.74482,0.77683,0.72186,0.80073
wheat,189,0.76129,0.74462,0.77691,0.72003,0.80024
wheat,189,0.76187,0.74648,0.77725,0.72349,0.80186
wheat,190,0.76246,0.74491,0.77868,0.72216,0.80348
wheat,191,0.76306,0.7475,0.78082,0.7252,0.8044
wheat,192,0.76366,0.74745,0.77952,0.72436,0.8028
wheat,192,0.76423,0.7474,0.78051,0.72433,0.80392
wheat,193,0.76478,0.7484,0.78229,0.72471,0.80379
wheat,194,0.7653,0.74911,0.78143,0.72579,0.80395
wheat,195,0.76577,0.7496,0.78335,0.72566,0.8067
wheat,195,0.7662,0.74963,0.78161,0.7265,0.80426
wheat,196,0.76657,0.75014,0.78356,0.72522,0.80718
wheat,197,0.76689,0.7502,0.78379,0.72739,0.80559
wheat,197,0.76716,0.75106,0.78388,0.72798,0.80705
wheat,198,0.76739,0.75268,0.78467,0.72894,0.80659
wheat,199,0.76757,0.75112,0.78393,0.72953,0.80658
wheat,200,0.76772,0.7517,0.78465,0.72801,0.80872
wheat,200,0.76784,0.7522,0.78366,0.72961,0.80764
wheat,201,0.76794,0.7519,0.78456,0.7301,0.80788
wheat,202,0.76804,0.75256,0.78582,0.72942,0.80853
wheat,202,0.76814,0.75265,0.78437,0.72818,0.80899
wheat,203,0.76825,0.75134,0.78439,0.72779,0.80788
wheat,204,0.76839,0.75093,0.78399,0.72653,0.80875
wheat,205,0.76855,0.75294,0.78506,0.72785,0.80933
wheat,205,0.76875,0.75202,0.7851,0.72821,0.80838
wheat,206,0.76899,0.75272,0.78531,0.72905,0.8087
wheat,207,0.76928,0.75287,0.78563,0.72993,0.80914
wheat,208,0.76962,0.75266,0.78523,0.72955,0.81002
wheat,208,0.77,0.7543,0.78587,0.73005,0.81032
wheat,209,0.77043,0.75449,0.78675,0.72982,0.80845
wheat,210,0.77089,0.75499,0.78694,0.73292,0.81217
wheat,210,0.77139,0.75469,0.78792,0.73264,0.81212
wheat,211,0.77192,0.75412,0.78832,0.73345,0.81167
wheat,212,0.77246,0.75731,0.78974,0.7334,0.81257
wheat,213,0.77302,0.7555,0.79004,0.7351,0.81321
wheat,213,0.77357,0.75719,0.79022,0.73342,0.8135
wheat,214,0.77412,0.75862,0.79117,0.73396,0.81659
wheat,215,0.77465,0.75838,0.78996,0.73355,0.81373
wheat,215,0.77515,0.75804,0.79125,0.73469,0.81601
wheat,216,0.77563,0.7582,0.79221,0.73475,0.81539
wheat,217,0.77606,0.76007,0.79216,0.73729,0.8163
wheat,218,0.77645,0.76018,0.79174,0.73654,0.81521
wheat,218,0.7768,0.75982,0.79375,0.73688,0.81642
wheat,219,0.7771,0.76109,0.79277,0.73805,0.81611
wheat,220,0.77735,0.76077,0.79375,0.73744,0.81783
wheat,221,0.77756,0.7604,0.79378,0.73755,0.81888
wheat,221,0.77772,0.76073,0.79354,0.7371,0.81598
wheat,222,0.77784,0.76052,0.79418,0.73858,0.81645
wheat,223,0.77793,0.76111,0.79403,0.73855,0.81835
wheat,223,0.77797,0.76263,0.79513,0.74006,0.8189
wheat,224,0.77799,0.76267,0.79447,0.73878,0.81785
wheat,225,0.77798,0.76103,0.79482,0.73664,0.81909
wheat,226,0.77794,0.76162,0.79564,0.73808,0.81799
wheat,226,0.77788,0.76206,0.79582,0.73871,0.81905
wheat,227,0.77779,0.76124,0.79398,0.73834,0.81855
wheat,228,0.77767,0.76092,0.79292,0.73859,0.81673
wheat,228,0.77753,0.76151,0.7944,0.73707,0.81797
wheat,229,0.77735,0.76141,0.79468,0.73833,0.81732
wheat,230,0.77713,0.76117,0.79445,0.73674,0.82042
wheat,231,0.77687,0.7597,0.79381,0.73772,0.81852
wheat,231,0.77655,0.75819,0.79359,0.73537,0.81645
wheat,232,0.77617,0.75989,0.79285,0.73778,0.81625
wheat,233,0.77572,0.75906,0.79331,0.73786,0.81556
wheat,234,0.77519,0.75926,0.79169,0.73519,0.814
wheat,234,0.77458,0.75842,0.7912,0.73447,0.8159
wheat,235,0.77387,0.75832,0.79028,0.73403,0.81374
wheat,236,0.77307,0.75629,0.7887,0.73152,0.81208
wheat,236,0.77217,0.75603,0.78834,0.73033,0.81085
wheat,237,0.77116,0.75377,0.78662,0.73197,0.8123
wheat,238,0.77005,0.75379,0.787,0.73074,0.8127
wheat,239,0.76885,0.75183,0.78643,0.72834,0.80924
wheat,239,0.76756,0.75098,0.7847,0.7281,0.8088
wheat,240,0.76618,0.75024,0.78326,0.726,0.80717
wheat,241,0.76473,0.74875,0.78027,0.72466,0.80579
wheat,241,0.76322,0.74669,0.77926,0.7232,0.80397
wheat,242,0.76167,0.74463,0.77693,0.72044,0.80109
wheat,243,0.76009,0.74435,0.77581,0.72027,0.79668
wheat,244,0.7585,0.74226,0.77457,0.71897,0.79728
wheat,244,0.75692,0.74047,0.77442,0.71613,0.79645
wheat,245,0.75537,0.73768,0.77119,0.71539,0.79663
wheat,246,0.75385,0.73719,0.76971,0.71211,0.79342
wheat,247,0.7524,0.73656,0.7687,0.71498,0.79194
wheat,247,0.75102,0.73412,0.76749,0.71164,0.78927
wheat,248,0.74973,0.73343,0.76597,0.71009,0.78992
wheat,249,0.74853,0.73072,0.76466,0.70842,0.78934
wheat,249,0.74743,0.72994,0.7633,0.70585,0.7874
wheat,250,0.74643,0.73095,0.76284,0.70726,0.78806
wheat,251,0.74554,0.72873,0.76168,0.70575,0.78619
wheat,252,0.74475,0.72801,0.76056,0.70571,0.78465
wheat,252,0.74405,0.72821,0.76099,0.70349,0.78481
wheat,253,0.74343,0.72626,0.76036,0.70359,0.78392
wheat,254,0.74289,0.72694,0.75886,0.70242,0.78273
wheat,254,0.74239,0.72568,0.75845,0.70191,0.78265
wheat,255,0.74193,0.72576,0.75784,0.70362,0.78315
wheat,256,0.7415,0.72437,0.75761,0.6998,0.78104
wheat,257,0.74106,0.72345,0.75639,0.69954,0.7806
wheat,257,0.7406,0.72462,0.75685,0.70013,0.78228
wheat,258,0.7401,0.72376,0.75752,0.69982,0.78046
wheat,259,0.73955,0.72339,0.7555,0.70098,0.77879
wheat,260,0.73893,0.72294,0.75449,0.69974,0.77756
wheat,260,0.73823,0.72076,0.75321,0.69677,0.77895
wheat,261,0.73744,0.72122,0.75408,0.69925,0.77822
wheat,262,0.73655,0.72103,0.75342,0.6977,0.77495
wheat,262,0.73556,0.7184,0.75264,0.69567,0.77564
wheat,263,0.73447,0.71759,0.75104,0.69433,0.77475
wheat,264,0.73329,0.71754,0.75019,0.69451,0.77361
wheat,265,0.73202,0.71615,0.74855,0.69288,0.77168
wheat,265,0.73067,0.71435,0.74672,0.6896,0.7716
wheat,266,0.72926,0.71315,0.74448,0.68936,0.76842
wheat,267,0.72781,0.71143,0.74331,0.68606,0.76843
wheat,267,0.72632,0.7099,0.7414,0.68583,0.76651
wheat,268,0.72482,0.70871,0.74083,0.68478,0.7639
wheat,269,0.72334,0.70581,0.73913,0.68215,0.76347
wheat,270,0.72188,0.70533,0.73833,0.68172,0.76199
wheat,270,0.72047,0.704,0.7379,0.67894,0.76069
wheat,271,0.71912,0.70209,0.73584,0.67728,0.75967
wheat,272,0.71785,0.70111,0.7344,0.67721,0.7563
wheat,273,0.71667,0.70123,0.73376,0.67832,0.75658
wheat,273,0.71559,0.69768,0.73166,0.67609,0.75453
wheat,274,0.71462,0.69731,0.73102,0.67436,0.75482
wheat,275,0.71376,0.69859,0.73166,0.67441,0.75624
wheat,275,0.71301,0.69563,0.73031,0.67308,0.75188
wheat,276,0.71237,0.6959,0.72994,0.67189,0.75397
wheat,277,0.71183,0.69648,0.72905,0.67394,0.75146
wheat,278,0.71139,0.69466,0.72734,0.6706,0.75009
wheat,278,0.71102,0.69505,0.72865,0.66974,0.75326
wheat,279,0.71072,0.69439,0.72723,0.66884,0.75188
wheat,280,0.71048,0.69269,0.72676,0.66854,0.7511
wheat,280,0.71027,0.69425,0.72689,0.67218,0.75072
wheat,281,0.71008,0.69386,0.72619,0.67087,0.74774
wheat,282,0.7099,0.69382,0.72497,0.67075,0.7479
wheat,283,0.7097,0.69371,0.72579,0.66796,0.7489
wheat,283,0.70948,0.69244,0.72547,0.66811,0.74979
wheat,284,0.70923,0.69188,0.72474,0.66888,0.74771
wheat,285,0.70892,0.69279,0.72583,0.66984,0.74727
wheat,286,0.70857,0.69248,0.72545,0.67082,0.74739
wheat,286,0.70815,0.6932,0.72541,0.66906,0.74822
wheat,287,0.70768,0.69134,0.7248,0.66705,0.7506
wheat,288,0.70715,0.69014,0.72308,0.66656,0.74665
wheat,288,0.70656,0.68919,0.72283,0.66667,0.74794
wheat,289,0.70593,0.68924,0.72205,0.66433,0.74476
wheat,290,0.70525,0.68971,0.7215,0.66673,0.7443
wheat,291,0.70455,0.68808,0.72098,0.66265,0.74332
wheat,291,0.70382,0.68789,0.72008,0.66332,0.74336
wheat,292,0.7031,0.68654,0.71994,0.66404,0.74351
wheat,293,0.70237,0.68759,0.71912,0.66414,0.74086
wheat,293,0.70167,0.68509,0.71875,0.66027,0.74003
wheat,294,0.701,0.68335,0.71677,0.65828,0.74148
wheat,295,0.70038,0.68246,0.7168,0.65953,0.739
wheat,296,0.69981,0.68427,0.71635,0.66222,0.74016
wheat,296,0.6993,0.68241,0.71554,0.65998,0.73939
wheat,297,0.69886,0.68182,0.71634,0.65902,0.74024
wheat,298,0.69849,0.68214,0.71441,0.65833,0.73785
wheat,299,0.6982,0.68262,0.71527,0.65856,0.73958
wheat,299,0.69798,0.68203,0.71481,0.65805,0.73809
wheat,300,0.69783,0.68178,0.7136,0.65598,0.73757
wheat,301,0.69774,0.68216,0.71413,0.65854,0.73658
wheat,301,0.69771,0.68206,0.71543,0.65854,0.73954
wheat,302,0.69773,0.68287,0.71478,0.65746,0.73959
wheat,303,0.6978,0.68146,0.71472,0.65892,0.73695
wheat,304,0.69789,0.6809,0.71533,0.6579,0.73906
wheat,304,0.698,0.68107,0.7138,0.65687,0.73715
wheat,305,0.69813,0.68218,0.71474,0.65764,0.73942
wheat,306,0.69826,0.68178,0.71534,0.65629,0.73922
wheat,306,0.69838,0.68075,0.71377,0.65785,0.73636
wheat,307,0.69849,0.68144,0.71377,0.65866,0.73904
wheat,308,0.69858,0.68344,0.71529,0.66044,0.73818
wheat,309,0.69865,0.68142,0.7141,0.65891,0.73751
wheat,309,0.6987,0.68139,0.71502,0.65816,0.73813
wheat,310,0.69873,0.68316,0.71497,0.66098,0.73842
wheat,311,0.69875,0.68239,0.71497,0.66025,0.74029
wheat,312,0.69876,0.68164,0.71441,0.65753,0.73909
wheat,312,0.69876,0.68357,0.71603,0.65929,0.73931
wheat,313,0.69878,0.68138,0.71555,0.65868,0.74056
